"gender","age","daily_meals","physical_activity","height_cm","weight_kg","bmr","carbs","actual_protein","fats","actual_calories","activity_factor","ideal_calories","ideal_protein","calorie_gap","protein_gap"
"female","22","2","1","160","66.0","1389.0","238.73","95.49","63.66","1909.87","1.38","1916.82","52.8","-6.95","42.69"
"female","22","3","0","157","43.0","1140.25","171.04","68.42","45.61","1368.3","1.2","1368.3","34.4","0.0","34.02"
"female","21","4","2","157","60.0","1315.25","254.83","101.93","67.96","2038.64","1.55","2038.64","48.0","0.0","53.93"
"female","36","3","0","152","99.0","1599.0","239.85","95.94","63.96","1918.8","1.2","1918.8","79.2","0.0","16.74"
"female","57","2","0","152","61.0","1114.0","167.1","66.84","44.56","1336.8","1.2","1336.8","48.8","0.0","18.04"
"female","28","3","0","152","57.0","1219.0","182.85","73.14","48.76","1462.8","1.2","1462.8","45.6","0.0","27.54"
"male","21","2","0","175","60.0","1593.75","239.06","95.62","63.75","1912.5","1.2","1912.5","48.0","0.0","47.62"
"female","40","3","0","157","90.0","1520.25","228.04","91.22","60.81","1824.3","1.2","1824.3","72.0","0.0","19.22"
"male","21","3","2","170","53.0","1492.5","289.17","115.67","77.11","2313.37","1.55","2313.38","42.4","-0.01","73.27"
"male","23","2","0","168","52.0","1460.0","219.0","87.6","58.4","1752.0","1.2","1752.0","41.6","0.0","46.0"
"male","25","3","1","178","68.0","1672.5","287.46","114.98","76.66","2299.68","1.38","2308.05","54.4","-8.37","60.58"
"male","28","2","0","168","98.0","1895.0","284.25","113.7","75.8","2274.0","1.2","2274.0","78.4","0.0","35.3"
"male","24","3","0","160","114.0","2025.0","303.75","121.5","81.0","2430.0","1.2","2430.0","91.2","0.0","30.3"
"male","22","3","1","180","84.0","1860.0","319.69","127.88","85.25","2557.5","1.38","2566.8","67.2","-9.3","60.68"
"male","21","4","1","168","54.0","1490.0","256.09","102.44","68.29","2048.76","1.38","2056.2","43.2","-7.44","59.24"
"female","59","2","0","157","69.0","1215.25","182.29","72.92","48.61","1458.3","1.2","1458.3","55.2","0.0","17.72"
"male","24","3","2","165","62.0","1536.25","297.65","119.06","79.37","2381.18","1.55","2381.19","49.6","-0.01","69.46"
"male","19","3","4","178","77.0","1792.5","425.72","170.29","113.52","3405.75","1.9","3405.75","61.6","0.0","108.69"
"male","29","2","0","173","99.0","1931.25","289.69","115.88","77.25","2317.5","1.2","2317.5","79.2","0.0","36.68"
"male","21","2","1","170","52.0","1482.5","254.8","101.92","67.95","2038.44","1.38","2045.85","41.6","-7.41","60.32"
"female","36","3","0","142","81.0","1356.5","203.48","81.39","54.26","1627.8","1.2","1627.8","64.8","0.0","16.59"
"male","22","3","1","180","79.0","1810.0","311.09","124.44","82.96","2488.75","1.38","2497.8","63.2","-9.05","61.24"
"male","21","2","1","170","66.0","1622.5","278.87","111.55","74.36","2230.94","1.38","2239.05","52.8","-8.11","58.75"
"female","20","3","0","163","45.0","1207.75","181.16","72.46","48.31","1449.3","1.2","1449.3","36.0","0.0","36.46"
"male","21","3","0","168","48.0","1430.0","214.5","85.8","57.2","1716.0","1.2","1716.0","38.4","0.0","47.4"
"female","27","3","0","157","99.0","1675.25","251.29","100.52","67.01","2010.3","1.2","2010.3","79.2","0.0","21.32"
"female","36","3","0","163","41.0","1087.75","163.16","65.26","43.51","1305.3","1.2","1305.3","32.8","0.0","32.46"
"male","24","2","0","180","64.0","1650.0","247.5","99.0","66.0","1980.0","1.2","1980.0","51.2","0.0","47.8"
"male","20","3","0","168","65.0","1605.0","240.75","96.3","64.2","1926.0","1.2","1926.0","52.0","0.0","44.3"
"male","27","4","0","160","90.0","1770.0","265.5","106.2","70.8","2124.0","1.2","2124.0","72.0","0.0","34.2"
"female","23","4","0","160","65.0","1374.0","206.1","82.44","54.96","1648.8","1.2","1648.8","52.0","0.0","30.44"
"male","67","3","0","173","73.0","1481.25","222.19","88.88","59.25","1777.5","1.2","1777.5","58.4","0.0","30.48"
"female","26","2","0","155","66.0","1337.75","200.66","80.26","53.51","1605.3","1.2","1605.3","52.8","0.0","27.46"
"male","16","3","4","170","77.0","1757.5","417.41","166.96","111.31","3339.24","1.9","3339.25","61.6","-0.01","105.36"
"female","22","3","0","157","54.0","1250.25","187.54","75.02","50.01","1500.3","1.2","1500.3","43.2","0.0","31.82"
"male","21","3","0","165","73.0","1661.25","249.19","99.68","66.45","1993.5","1.2","1993.5","58.4","0.0","41.28"
"male","34","3","0","165","103.0","1896.25","284.44","113.78","75.85","2275.5","1.2","2275.5","82.4","0.0","31.38"
"male","22","3","0","163","43.0","1343.75","201.56","80.62","53.75","1612.5","1.2","1612.5","34.4","0.0","46.22"
"male","27","3","0","157","83.0","1681.25","252.19","100.88","67.25","2017.5","1.2","2017.5","66.4","0.0","34.48"
"male","29","2","1","170","90.0","1822.5","313.24","125.3","83.53","2505.94","1.38","2515.05","72.0","-9.11","53.3"
"female","19","3","0","157","54.0","1265.25","189.79","75.92","50.61","1518.3","1.2","1518.3","43.2","0.0","32.72"
"female","22","2","1","160","59.0","1319.0","226.7","90.68","60.45","1813.62","1.38","1820.22","47.2","-6.6","43.48"
"female","21","2","0","145","68.0","1320.25","198.04","79.22","52.81","1584.3","1.2","1584.3","54.4","0.0","24.82"
"female","17","3","1","173","63.0","1465.25","251.84","100.74","67.16","2014.72","1.38","2022.04","50.4","-7.32","50.34"
"female","21","2","2","155","42.0","1122.75","217.53","87.01","58.01","1740.26","1.55","1740.26","33.6","0.0","53.41"
"male","23","3","0","175","72.0","1703.75","255.56","102.22","68.15","2044.5","1.2","2044.5","57.6","0.0","44.62"
"male","25","3","0","165","110.0","2011.25","301.69","120.68","80.45","2413.5","1.2","2413.5","88.0","0.0","32.68"
"female","22","4","1","170","51.0","1301.5","223.7","89.48","59.65","1789.56","1.38","1796.07","40.8","-6.51","48.68"
"male","22","3","0","157","112.0","1996.25","299.44","119.78","79.85","2395.5","1.2","2395.5","89.6","0.0","30.18"
"male","25","3","0","160","104.0","1920.0","288.0","115.2","76.8","2304.0","1.2","2304.0","83.2","0.0","32.0"
"female","26","3","0","145","89.0","1505.25","225.79","90.32","60.21","1806.3","1.2","1806.3","71.2","0.0","19.12"
"female","49","3","0","157","110.0","1675.25","251.29","100.52","67.01","2010.3","1.2","2010.3","88.0","0.0","12.52"
"male","27","2","1","160","66.0","1530.0","262.97","105.19","70.12","2103.75","1.38","2111.4","52.8","-7.65","52.39"
"female","30","3","0","152","41.0","1049.0","157.35","62.94","41.96","1258.8","1.2","1258.8","32.8","0.0","30.14"
"male","25","2","1","165","70.0","1611.25","276.93","110.77","73.85","2215.47","1.38","2223.52","56.0","-8.05","54.77"
"female","24","3","0","163","42.0","1157.75","173.66","69.46","46.31","1389.3","1.2","1389.3","33.6","0.0","35.86"
"male","25","3","0","163","98.0","1878.75","281.81","112.72","75.15","2254.5","1.2","2254.5","78.4","0.0","34.32"
"female","33","4","0","142","75.0","1311.5","196.72","78.69","52.46","1573.8","1.2","1573.8","60.0","0.0","18.69"
"male","37","4","0","155","93.0","1718.75","257.81","103.12","68.75","2062.5","1.2","2062.5","74.4","0.0","28.72"
"male","54","3","2","160","68.0","1415.0","274.16","109.66","73.11","2193.25","1.55","2193.25","54.4","0.0","55.26"
"female","21","3","0","163","50.0","1252.75","187.91","75.17","50.11","1503.3","1.2","1503.3","40.0","0.0","35.17"
"male","22","4","0","170","70.0","1657.5","248.62","99.45","66.3","1989.0","1.2","1989.0","56.0","0.0","43.45"
"male","20","3","0","155","100.0","1873.75","281.06","112.42","74.95","2248.5","1.2","2248.5","80.0","0.0","32.42"
"male","24","3","0","165","50.0","1416.25","212.44","84.98","56.65","1699.5","1.2","1699.5","40.0","0.0","44.98"
"male","25","3","0","173","51.0","1471.25","220.69","88.28","58.85","1765.5","1.2","1765.5","40.8","0.0","47.48"
"female","58","3","0","157","75.0","1280.25","192.04","76.82","51.21","1536.3","1.2","1536.3","60.0","0.0","16.82"
"male","30","3","0","168","51.0","1415.0","212.25","84.9","56.6","1698.0","1.2","1698.0","40.8","0.0","44.1"
"male","20","2","0","173","92.0","1906.25","285.94","114.38","76.25","2287.5","1.2","2287.5","73.6","0.0","40.78"
"female","40","3","0","160","43.0","1069.0","160.35","64.14","42.76","1282.8","1.2","1282.8","34.4","0.0","29.74"
"female","29","2","1","145","58.0","1180.25","202.86","81.14","54.1","1622.84","1.38","1628.75","46.4","-5.91","34.74"
"male","21","3","0","173","80.0","1781.25","267.19","106.88","71.25","2137.5","1.2","2137.5","64.0","0.0","42.88"
"male","22","3","0","165","46.0","1386.25","207.94","83.18","55.45","1663.5","1.2","1663.5","36.8","0.0","46.38"
"male","23","3","4","165","63.0","1551.25","368.42","147.37","98.25","2947.38","1.9","2947.38","50.4","0.0","96.97"
"male","32","3","0","168","50.0","1395.0","209.25","83.7","55.8","1674.0","1.2","1674.0","40.0","0.0","43.7"
"female","24","2","1","155","61.0","1297.75","223.05","89.22","59.48","1784.4","1.38","1790.89","48.8","-6.49","40.42"
"male","16","3","1","165","71.6","1672.25","287.42","114.97","76.64","2299.34","1.38","2307.71","57.28","-8.37","57.69"
"male","21","2","0","165","62.0","1551.25","232.69","93.08","62.05","1861.5","1.2","1861.5","49.6","0.0","43.48"
"female","26","4","0","155","86.0","1537.75","230.66","92.26","61.51","1845.3","1.2","1845.3","68.8","0.0","23.46"
"male","27","4","0","157","89.0","1741.25","261.19","104.48","69.65","2089.5","1.2","2089.5","71.2","0.0","33.28"
"male","23","4","0","170","106.0","2012.5","301.88","120.75","80.5","2415.0","1.2","2415.0","84.8","0.0","35.95"
"female","41","2","1","135","51.0","987.75","169.77","67.91","45.27","1358.16","1.38","1363.09","40.8","-4.93","27.11"
"male","58","3","4","170","62.0","1397.5","331.91","132.76","88.51","2655.25","1.9","2655.25","49.6","0.0","83.16"
"male","22","2","0","163","90.0","1813.75","272.06","108.82","72.55","2176.5","1.2","2176.5","72.0","0.0","36.82"
"female","36","3","0","142","98.0","1526.5","228.98","91.59","61.06","1831.8","1.2","1831.8","78.4","0.0","13.19"
"male","22","3","0","165","67.0","1596.25","239.44","95.78","63.85","1915.5","1.2","1915.5","53.6","0.0","42.18"
"female","42","3","0","163","48.0","1127.75","169.16","67.67","45.11","1353.3","1.2","1353.3","38.4","0.0","29.27"
"male","26","3","0","173","54.0","1496.25","224.44","89.78","59.85","1795.5","1.2","1795.5","43.2","0.0","46.58"
"male","21","2","0","168","90.0","1850.0","277.5","111.0","74.0","2220.0","1.2","2220.0","72.0","0.0","39.0"
"female","21","2","0","168","70.0","1484.0","222.6","89.04","59.36","1780.8","1.2","1780.8","56.0","0.0","33.04"
"female","21","2","0","142","87.0","1491.5","223.72","89.49","59.66","1789.8","1.2","1789.8","69.6","0.0","19.89"
"female","22","3","0","157","50.0","1210.25","181.54","72.61","48.41","1452.3","1.2","1452.3","40.0","0.0","32.61"
"male","23","3","2","163","67.0","1578.75","305.88","122.35","81.57","2447.06","1.55","2447.06","53.6","0.0","68.75"
"male","22","3","0","173","69.0","1666.25","249.94","99.98","66.65","1999.5","1.2","1999.5","55.2","0.0","44.78"
"female","23","3","1","163","49.0","1232.75","211.88","84.75","56.5","1695.03","1.38","1701.2","39.2","-6.17","45.55"
"female","20","3","2","160","48.0","1219.0","236.18","94.47","62.98","1889.45","1.55","1889.45","38.4","0.0","56.07"
"male","24","4","0","168","58.0","1515.0","227.25","90.9","60.6","1818.0","1.2","1818.0","46.4","0.0","44.5"
"female","21","4","0","155","66.0","1362.75","204.41","81.76","54.51","1635.3","1.2","1635.3","52.8","0.0","28.96"
"male","34","3","0","173","54.0","1456.25","218.44","87.38","58.25","1747.5","1.2","1747.5","43.2","0.0","44.18"
"female","27","3","0","157","99.0","1675.25","251.29","100.52","67.01","2010.3","1.2","2010.3","79.2","0.0","21.32"
"female","56","3","0","160","77.0","1329.0","199.35","79.74","53.16","1594.8","1.2","1594.8","61.6","0.0","18.14"
"male","28","4","1","185","85.0","1871.25","321.62","128.65","85.77","2572.97","1.38","2582.33","68.0","-9.36","60.65"
"female","20","4","2","157","78.0","1500.25","290.67","116.27","77.51","2325.39","1.55","2325.39","62.4","0.0","53.87"
"female","40","3","0","163","107.0","1727.75","259.16","103.66","69.11","2073.3","1.2","2073.3","85.6","0.0","18.06"
"male","45","3","0","155","89.0","1638.75","245.81","98.32","65.55","1966.5","1.2","1966.5","71.2","0.0","27.12"
"male","37","3","0","165","113.0","1981.25","297.19","118.88","79.25","2377.5","1.2","2377.5","90.4","0.0","28.48"
"female","30","4","1","168","70.0","1439.0","247.33","98.93","65.95","1978.62","1.38","1985.82","56.0","-7.2","42.93"
"male","25","4","0","145","80.0","1586.25","237.94","95.18","63.45","1903.5","1.2","1903.5","64.0","0.0","31.18"
"female","22","3","1","157","45.0","1160.25","199.42","79.77","53.18","1595.34","1.38","1601.15","36.0","-5.81","43.77"
"male","25","2","0","160","47.0","1350.0","202.5","81.0","54.0","1620.0","1.2","1620.0","37.6","0.0","43.4"
"female","32","3","0","142","74.0","1306.5","195.98","78.39","52.26","1567.8","1.2","1567.8","59.2","0.0","19.19"
"male","22","3","0","155","115.0","2013.75","302.06","120.82","80.55","2416.5","1.2","2416.5","92.0","0.0","28.82"
"male","22","2","0","168","58.0","1525.0","228.75","91.5","61.0","1830.0","1.2","1830.0","46.4","0.0","45.1"
"male","20","3","1","173","55.0","1536.25","264.04","105.62","70.41","2112.34","1.38","2120.02","44.0","-7.68","61.62"
"female","24","2","1","160","76.0","1479.0","254.2","101.68","67.79","2033.63","1.38","2041.02","60.8","-7.39","40.88"
"male","28","4","0","163","104.0","1923.75","288.56","115.42","76.95","2308.5","1.2","2308.5","83.2","0.0","32.22"
"female","28","3","0","152","96.0","1609.0","241.35","96.54","64.36","1930.8","1.2","1930.8","76.8","0.0","19.74"
"female","22","2","0","152","58.0","1259.0","188.85","75.54","50.36","1510.8","1.2","1510.8","46.4","0.0","29.14"
"male","21","2","0","160","46.0","1360.0","204.0","81.6","54.4","1632.0","1.2","1632.0","36.8","0.0","44.8"
"male","22","3","1","173","76.0","1736.25","298.42","119.37","79.58","2387.34","1.38","2396.02","60.8","-8.68","58.57"
"female","28","3","0","160","52.0","1219.0","182.85","73.14","48.76","1462.8","1.2","1462.8","41.6","0.0","31.54"
"female","20","3","0","165","46.0","1230.25","184.54","73.82","49.21","1476.3","1.2","1476.3","36.8","0.0","37.02"
"female","22","4","2","168","55.0","1329.0","257.49","103.0","68.67","2059.95","1.55","2059.95","44.0","0.0","59.0"
"male","22","3","0","160","120.0","2095.0","314.25","125.7","83.8","2514.0","1.2","2514.0","96.0","0.0","29.7"
"male","19","3","4","175","64.0","1643.75","390.39","156.16","104.1","3123.12","1.9","3123.13","51.2","-0.01","104.96"
"female","35","3","0","155","74.0","1372.75","205.91","82.36","54.91","1647.3","1.2","1647.3","59.2","0.0","23.16"
"female","29","4","0","155","85.0","1512.75","226.91","90.76","60.51","1815.3","1.2","1815.3","68.0","0.0","22.76"
"female","21","2","0","175","61.0","1437.75","215.66","86.26","57.51","1725.3","1.2","1725.3","48.8","0.0","37.46"
"female","22","3","0","142","71.0","1326.5","198.98","79.59","53.06","1591.8","1.2","1591.8","56.8","0.0","22.79"
"female","22","3","0","152","75.0","1429.0","214.35","85.74","57.16","1714.8","1.2","1714.8","60.0","0.0","25.74"
"male","23","3","0","168","51.0","1450.0","217.5","87.0","58.0","1740.0","1.2","1740.0","40.8","0.0","46.2"
"female","20","2","0","160","98.0","1719.0","257.85","103.14","68.76","2062.8","1.2","2062.8","78.4","0.0","24.74"
"female","21","3","1","163","62.0","1372.75","235.94","94.38","62.92","1887.53","1.38","1894.39","49.6","-6.86","44.78"
"female","31","3","0","170","75.0","1496.5","224.48","89.79","59.86","1795.8","1.2","1795.8","60.0","0.0","29.79"
"female","23","2","0","155","70.0","1392.75","208.91","83.56","55.71","1671.3","1.2","1671.3","56.0","0.0","27.56"
"female","22","3","1","160","76.0","1489.0","255.92","102.37","68.25","2047.38","1.38","2054.82","60.8","-7.44","41.57"
"female","25","3","0","175","105.0","1857.75","278.66","111.46","74.31","2229.3","1.2","2229.3","84.0","0.0","27.46"
"female","33","2","0","152","73.0","1354.0","203.1","81.24","54.16","1624.8","1.2","1624.8","58.4","0.0","22.84"
"male","35","3","0","170","105.0","1942.5","291.38","116.55","77.7","2331.0","1.2","2331.0","84.0","0.0","32.55"
"male","18","2","1","165","72.0","1666.25","286.39","114.56","76.37","2291.1","1.38","2299.42","57.6","-8.32","56.96"
"female","23","3","0","155","77.0","1462.75","219.41","87.76","58.51","1755.3","1.2","1755.3","61.6","0.0","26.16"
"male","20","2","0","163","43.0","1353.75","203.06","81.22","54.15","1624.5","1.2","1624.5","34.4","0.0","46.82"
"female","20","3","0","155","41.0","1117.75","167.66","67.06","44.71","1341.3","1.2","1341.3","32.8","0.0","34.26"
"male","29","3","2","183","112.0","2123.75","411.48","164.59","109.73","3291.82","1.55","3291.81","89.6","0.01","74.99"
"male","23","3","0","168","93.0","1870.0","280.5","112.2","74.8","2244.0","1.2","2244.0","74.4","0.0","37.8"
"female","22","3","0","157","48.0","1190.25","178.54","71.42","47.61","1428.3","1.2","1428.3","38.4","0.0","33.02"
"male","26","3","0","170","103.0","1967.5","295.12","118.05","78.7","2361.0","1.2","2361.0","82.4","0.0","35.65"
"male","21","2","2","178","58.0","1592.5","308.55","123.42","82.28","2468.38","1.55","2468.38","46.4","0.0","77.02"
"female","44","4","0","142","77.0","1276.5","191.48","76.59","51.06","1531.8","1.2","1531.8","61.6","0.0","14.99"
"male","21","2","0","183","95.0","1993.75","299.06","119.62","79.75","2392.5","1.2","2392.5","76.0","0.0","43.62"
"female","24","4","0","157","90.0","1600.25","240.04","96.02","64.01","1920.3","1.2","1920.3","72.0","0.0","24.02"
"female","47","3","0","160","100.0","1604.0","240.6","96.24","64.16","1924.8","1.2","1924.8","80.0","0.0","16.24"
"male","22","3","1","170","65.0","1607.5","276.29","110.52","73.68","2210.31","1.38","2218.35","52.0","-8.04","58.52"
"male","27","3","1","180","79.0","1785.0","306.8","122.72","81.81","2454.37","1.38","2463.3","63.2","-8.93","59.52"
"male","57","3","0","168","52.0","1290.0","193.5","77.4","51.6","1548.0","1.2","1548.0","41.6","0.0","35.8"
"female","22","3","0","142","98.0","1596.5","239.48","95.79","63.86","1915.8","1.2","1915.8","78.4","0.0","17.39"
"male","25","3","1","163","89.0","1788.75","307.44","122.98","81.98","2459.53","1.38","2468.48","71.2","-8.95","51.78"
"female","20","3","2","165","76.0","1530.25","296.49","118.59","79.06","2371.89","1.55","2371.89","60.8","0.0","57.79"
"female","36","3","0","160","46.0","1119.0","167.85","67.14","44.76","1342.8","1.2","1342.8","36.8","0.0","30.34"
"female","35","3","0","157","99.0","1635.25","245.29","98.12","65.41","1962.3","1.2","1962.3","79.2","0.0","18.92"
"male","25","3","0","163","102.0","1918.75","287.81","115.12","76.75","2302.5","1.2","2302.5","81.6","0.0","33.52"
"female","23","2","0","137","50.0","1080.25","162.04","64.82","43.21","1296.3","1.2","1296.3","40.0","0.0","24.82"
"male","30","3","0","170","50.0","1417.5","212.62","85.05","56.7","1701.0","1.2","1701.0","40.0","0.0","45.05"
"male","22","3","0","173","80.0","1776.25","266.44","106.58","71.05","2131.5","1.2","2131.5","64.0","0.0","42.58"
"female","39","3","0","157","100.0","1625.25","243.79","97.52","65.01","1950.3","1.2","1950.3","80.0","0.0","17.52"
"male","32","3","0","168","112.0","2015.0","302.25","120.9","80.6","2418.0","1.2","2418.0","89.6","0.0","31.3"
"female","24","3","0","135","56.0","1122.75","168.41","67.36","44.91","1347.3","1.2","1347.3","44.8","0.0","22.56"
"male","32","3","0","163","48.0","1343.75","201.56","80.62","53.75","1612.5","1.2","1612.5","38.4","0.0","42.22"
"female","24","3","0","152","73.0","1399.0","209.85","83.94","55.96","1678.8","1.2","1678.8","58.4","0.0","25.54"
"female","50","3","0","145","93.0","1425.25","213.79","85.52","57.01","1710.3","1.2","1710.3","74.4","0.0","11.12"
"male","22","4","0","168","70.0","1645.0","246.75","98.7","65.8","1974.0","1.2","1974.0","56.0","0.0","42.7"
"male","23","2","1","163","65.0","1558.75","267.91","107.16","71.44","2143.28","1.38","2151.08","52.0","-7.8","55.16"
"male","26","3","0","168","52.0","1445.0","216.75","86.7","57.8","1734.0","1.2","1734.0","41.6","0.0","45.1"
"female","53","2","0","137","53.0","960.25","144.04","57.62","38.41","1152.3","1.2","1152.3","42.4","0.0","15.22"
"male","22","2","1","160","56.0","1455.0","250.08","100.03","66.69","2000.63","1.38","2007.9","44.8","-7.27","55.23"
"male","22","2","0","157","66.0","1536.25","230.44","92.18","61.45","1843.5","1.2","1843.5","52.8","0.0","39.38"
"female","35","2","0","155","78.0","1412.75","211.91","84.76","56.51","1695.3","1.2","1695.3","62.4","0.0","22.36"
"male","20","4","0","157","92.0","1806.25","270.94","108.38","72.25","2167.5","1.2","2167.5","73.6","0.0","34.78"
"male","30","3","0","173","52.0","1456.25","218.44","87.38","58.25","1747.5","1.2","1747.5","41.6","0.0","45.78"
"female","23","3","0","163","66.0","1402.75","210.41","84.16","56.11","1683.3","1.2","1683.3","52.8","0.0","31.36"
"male","30","3","0","163","70.0","1573.75","236.06","94.42","62.95","1888.5","1.2","1888.5","56.0","0.0","38.42"
"female","21","2","1","165","80.0","1565.25","269.03","107.61","71.74","2152.22","1.38","2160.04","64.0","-7.82","43.61"
"male","21","3","0","152","97.0","1820.0","273.0","109.2","72.8","2184.0","1.2","2184.0","77.6","0.0","31.6"
"female","22","3","0","160","51.0","1239.0","185.85","74.34","49.56","1486.8","1.2","1486.8","40.8","0.0","33.54"
"female","22","3","2","152","67.0","1349.0","261.37","104.55","69.7","2090.95","1.55","2090.95","53.6","0.0","50.95"
"male","23","3","1","168","95.0","1890.0","324.84","129.94","86.62","2598.75","1.38","2608.2","76.0","-9.45","53.94"
"female","23","2","0","152","64.0","1314.0","197.1","78.84","52.56","1576.8","1.2","1576.8","51.2","0.0","27.64"
"female","20","3","0","163","47.0","1227.75","184.16","73.67","49.11","1473.3","1.2","1473.3","37.6","0.0","36.07"
"male","24","3","0","157","118.0","2046.25","306.94","122.78","81.85","2455.5","1.2","2455.5","94.4","0.0","28.38"
"male","24","4","0","170","70.0","1647.5","247.12","98.85","65.9","1977.0","1.2","1977.0","56.0","0.0","42.85"
"male","22","3","0","170","75.0","1707.5","256.12","102.45","68.3","2049.0","1.2","2049.0","60.0","0.0","42.45"
"male","18","2","0","165","41.0","1356.25","203.44","81.38","54.25","1627.5","1.2","1627.5","32.8","0.0","48.58"
"male","20","4","3","175","69.0","1688.75","364.14","145.66","97.1","2913.1","1.73","2921.54","55.2","-8.44","90.46"
"male","22","3","0","165","47.0","1396.25","209.44","83.78","55.85","1675.5","1.2","1675.5","37.6","0.0","46.18"
"male","24","2","0","163","44.0","1343.75","201.56","80.62","53.75","1612.5","1.2","1612.5","35.2","0.0","45.42"
"male","23","3","1","165","65.0","1571.25","270.06","108.02","72.02","2160.47","1.38","2168.33","52.0","-7.86","56.02"
"male","23","3","0","175","80.0","1783.75","267.56","107.02","71.35","2140.5","1.2","2140.5","64.0","0.0","43.02"
"male","23","2","0","168","100.0","1940.0","291.0","116.4","77.6","2328.0","1.2","2328.0","80.0","0.0","36.4"
"female","20","4","0","165","70.0","1470.25","220.54","88.22","58.81","1764.3","1.2","1764.3","56.0","0.0","32.22"
"female","19","3","0","157","54.0","1265.25","189.79","75.92","50.61","1518.3","1.2","1518.3","43.2","0.0","32.72"
"female","42","3","0","140","72.0","1224.0","183.6","73.44","48.96","1468.8","1.2","1468.8","57.6","0.0","15.84"
"female","21","2","0","160","73.0","1464.0","219.6","87.84","58.56","1756.8","1.2","1756.8","58.4","0.0","29.44"
"male","56","3","0","163","50.0","1243.75","186.56","74.62","49.75","1492.5","1.2","1492.5","40.0","0.0","34.62"
"male","35","4","0","175","109.0","2013.75","302.06","120.82","80.55","2416.5","1.2","2416.5","87.2","0.0","33.62"
"male","23","4","0","173","70.0","1671.25","250.69","100.28","66.85","2005.5","1.2","2005.5","56.0","0.0","44.28"
"male","24","2","0","165","83.0","1746.25","261.94","104.78","69.85","2095.5","1.2","2095.5","66.4","0.0","38.38"
"male","22","3","0","168","80.0","1745.0","261.75","104.7","69.8","2094.0","1.2","2094.0","64.0","0.0","40.7"
"female","58","3","0","145","73.0","1185.25","177.79","71.11","47.41","1422.3","1.2","1422.3","58.4","0.0","12.71"
"male","24","3","1","178","95.0","1947.5","334.73","133.89","89.26","2677.81","1.38","2687.55","76.0","-9.74","57.89"
"male","26","3","0","168","105.0","1975.0","296.25","118.5","79.0","2370.0","1.2","2370.0","84.0","0.0","34.5"
"male","26","3","0","175","109.0","2058.75","308.81","123.52","82.35","2470.5","1.2","2470.5","87.2","0.0","36.32"
"female","22","3","0","157","80.0","1510.25","226.54","90.62","60.41","1812.3","1.2","1812.3","64.0","0.0","26.62"
"male","30","3","0","173","98.0","1916.25","287.44","114.98","76.65","2299.5","1.2","2299.5","78.4","0.0","36.58"
"male","35","3","0","157","87.0","1681.25","252.19","100.88","67.25","2017.5","1.2","2017.5","69.6","0.0","31.28"
"male","24","3","0","165","109.0","2006.25","300.94","120.38","80.25","2407.5","1.2","2407.5","87.2","0.0","33.18"
"male","22","3","0","163","119.0","2103.75","315.56","126.22","84.15","2524.5","1.2","2524.5","95.2","0.0","31.02"
"female","22","2","0","137","50.0","1085.25","162.79","65.11","43.41","1302.3","1.2","1302.3","40.0","0.0","25.11"
"female","25","2","0","163","46.0","1192.75","178.91","71.56","47.71","1431.3","1.2","1431.3","36.8","0.0","34.76"
"female","26","2","0","163","49.0","1217.75","182.66","73.06","48.71","1461.3","1.2","1461.3","39.2","0.0","33.86"
"female","23","3","0","152","48.0","1154.0","173.1","69.24","46.16","1384.8","1.2","1384.8","38.4","0.0","30.84"
"male","40","3","0","180","82.0","1750.0","262.5","105.0","70.0","2100.0","1.2","2100.0","65.6","0.0","39.4"
"female","33","3","0","160","77.0","1444.0","216.6","86.64","57.76","1732.8","1.2","1732.8","61.6","0.0","25.04"
"female","20","3","0","157","45.0","1170.25","175.54","70.22","46.81","1404.3","1.2","1404.3","36.0","0.0","34.22"
"male","23","2","1","168","96.0","1900.0","326.56","130.62","87.08","2612.5","1.38","2622.0","76.8","-9.5","53.82"
"female","27","3","0","155","94.0","1612.75","241.91","96.76","64.51","1935.3","1.2","1935.3","75.2","0.0","21.56"
"female","21","2","0","163","83.0","1582.75","237.41","94.96","63.31","1899.3","1.2","1899.3","66.4","0.0","28.56"
"female","31","4","0","152","86.0","1494.0","224.1","89.64","59.76","1792.8","1.2","1792.8","68.8","0.0","20.84"
"male","26","3","4","168","64.0","1565.0","371.69","148.68","99.12","2973.5","1.9","2973.5","51.2","0.0","97.48"
"female","25","3","0","160","46.0","1174.0","176.1","70.44","46.96","1408.8","1.2","1408.8","36.8","0.0","33.64"
"female","25","3","0","152","76.0","1424.0","213.6","85.44","56.96","1708.8","1.2","1708.8","60.8","0.0","24.64"
"male","25","2","0","173","91.0","1871.25","280.69","112.28","74.85","2245.5","1.2","2245.5","72.8","0.0","39.48"
"female","58","2","1","142","59.0","1026.5","176.43","70.57","47.05","1411.44","1.38","1416.57","47.2","-5.13","23.37"
"female","49","2","0","140","57.0","1039.0","155.85","62.34","41.56","1246.8","1.2","1246.8","45.6","0.0","16.74"
"female","21","2","1","168","60.0","1384.0","237.88","95.15","63.43","1903.0","1.38","1909.92","48.0","-6.92","47.15"
"male","46","3","2","170","90.0","1737.5","336.64","134.66","89.77","2693.13","1.55","2693.13","72.0","0.0","62.66"
"male","22","3","3","170","61.0","1567.5","337.99","135.2","90.13","2703.94","1.73","2711.78","48.8","-7.84","86.4"
